479969f21fe216a3e12a9ecb948edc818243fa27 remotes/origin/delaunay~2,"Use IFastSum to avoid precision errors in Delaunay Triangulation computation
",1499385795,jobs,
b9c18bb6061e47a309f19f3acd23bbfefac7eae2 remotes/origin/delaunay~4,"Fixed a precision error problem with GSDTAlgorithm when testing whether a point is inside the circumcircle of three points or not:
",1499377495,jobs,
5c70bda19989263f08897b6df210f7bd072ebe5d remotes/origin/delaunay~9,"Added a failing test case in HDFRecordReader (double check for sanity)
",1499298818,,
0e0842d7c6133286dd165413d8cf3fa83156f501 remotes/origin/delaunay~14,"Fixed a bug while reading integer values from HDF file
",1499298498,io,
74bbc0771da7f5f6adeccce2ee444dfe26117e09 remotes/origin/delaunay~16,"Added a new (failing) test case
",1499298373,,
68aea6e090753c154dbb33650a9a130ba0cad303 remotes/origin/delaunay~17,"Refactor: Added some comments and handled a special case to avoid precision error while testing for the intersection of two line segments
",1499298348,,
ebfcc4d375327cd7e8ef0303c87f0b3e0ecadfe4 remotes/origin/delaunay~18,"Fixed a bug with testing correctness of a triangulation
",1499120927,,
62838bfb7bc719feed53daf47c30b7fd83cc3b45 remotes/origin/delaunay~19,"Fixed a bug with point deduplication algorithm
",1499120886,job,
ce6b90e905b6207d1c6603a8ea9305f590ad5ee9 remotes/origin/delaunay~22,"Fixed a bug with TileIndex#getMBR
",1485998827,job,
65db4d5ac71be51ee7ca3b6b6cc3666136391b99 remotes/origin/delaunay~23,"Fixed a bug with TweetTweetTweet#getMBR

Parallelize part of deduplicatePoints method
",1485998648,parallelism,
7ecbb99b70bc7c0cc5864436c1372efdb3996475 remotes/origin/delaunay~26,"Minor bug fixes for the DT algorithms
",1482965646,job,
eaa38d57508471e776bfca5558e95b691f71d4fe remotes/origin/delaunay~27,"Merge branch 'delaunay-fixed'
",1482955132,,
a8eba8a56493de36a1aae6a8797e3ea75e353475 remotes/origin/delaunay~27^2~1,"Fixed a bug with deduplicating a set of points
",1482955003,job,
a4c6af88a739aaa923baf593e2c6f44353d521ad tags/shadoop-2.4.2,"Added a test for the case where a site has two neighbors at 12 and 6 o'clock and fixed the corresponding bug
",1482531018,,
313ac5e031f4d4ac1565720ca83fc6e95e67dda9 tags/shadoop-2.4.2~11,"Fixed a bug with convex hull when all the points are collinear
",1482431847,"data structure, job",
2f9928c6194749715ecd22673648e16de2b886ed tags/shadoop-2.4.2~17,"Fixed a bug with convex hull to handle the special case correctly
",1482351996,job,
110e93b63af3462d9dd97353bd192131732a18a8 tags/shadoop-2.4.2~19,"Small fix with drawing triangulations
",1482346928,,
1cd0beebe1b6466795d63b111f814150ccddf286 tags/shadoop-2.4.2~20,"Fixed a bug with computing CW angle when the angle is exactly 0
",1482345672,,
4cc228291ac49628eed8fb716d68bc80ed8d7d7d tags/shadoop-2.4.2~22,"Added a new test scenario that fails with GSImprovedAlgorithm
",1482292069,,
66e1fdd7ef1afdc830a2cbd39c96141fda9ad33f tags/shadoop-2.4.2~24,"Added a new test scenario and fixed a bug with the DT merge algorithm to pass
",1482288444,job,
d2cc01dfcb7c26fe640513da56bcbc47a9e5019a tags/shadoop-2.4.2~25,"Fixed a bug with convex hull to pass all test scenarios
",1482285765,,
99b09be3cbf620b387e6238b72273bd86a977acc tags/shadoop-2.4.2~26,"Fixed a bug with computing convex hull which removed colinear points along one of the convex hull edges which produced incorrect results with Delaunay triangulations
",1482266244,"job, algo",
690fbd2ce7a5e8642eeb873c1976176ecad0f630 tags/shadoop-2.4.2~27,"Fixed a bug with GSImprovedAlgorithm

Added a new test case that fails with both GSDTAlgorithm and GSImprovedAlgorithm
",1482263909,performance,
9e0e4ccaa01552cb34366cb5e5cb481f99344d9d tags/shadoop-2.4.2~28,"Fixed a bug with convex hull computation when the sites are not sorted by X
",1482261392,algo,
906b17abbbf0dcfe6a34977f46ae1d178fc3c0a5 tags/shadoop-2.4.2~29,"Fixed some bugs with the improved DT algorithm

Added a failing test for the improved algorithm that passes with the regular algorithm
",1482203039,performance,
03712dd60ac39cd1a5d21c4b7fd42b4e53c9489f tags/shadoop-2.4.2~38,"Fixed a bug with Triangulation#compact and used it. Test still pass
",1481836738,job,
e730b9b281e988389aff77a3ae39222f6d6b8c8a tags/shadoop-2.4.2~41,"Fixed a bug with sorting neighbors and checking triangles. Now the two tests pass
",1481681793,algo,
01fde06694941df0bc095eb8a9ecd6cf3086fbff tags/shadoop-2.4.2~42,"Updated the example. Fiexed the sorting of neighbors in CW. The test with the second DT example still fails.
",1481641461,,
907f081fd6f64c5796b5c0b3146b3da59702a340 tags/shadoop-2.4.2~44,"A minor fix to the figure that represnts the test case
",1481338627,,
0c858c740f635fe116c009dc1988a07348cbfbe8 tags/shadoop-2.4.2~46,"Triangles enumerated but each triangle is reported three times, one for each corner. Need to be fixed
",1481334427,job,
cd07e776db374b14717037dede362ce416e41032 tags/shadoop-2.4.2~47,"Added a test for partitioning. Currently it is failing
",1481253081,data partition,
b28a2020bf602049a0c2643e1f3ee2423670ff6e tags/shadoop-2.4.2~50,"Fixed a bug in the indexer that causes an exception when using a third party data type
",1464290154,data type,
8ae7d5c6d9be71416647e16a13741ef89161f23a tags/shadoop-2.4.2~62,"Fixed a bug with displaying images
",1463161559,,
679a3f9c8b50cc02e2816a8cbc60504450d451e4 tags/shadoop-2.4.2~72,"Minor fix to hide the global index when another file is chosen
",1463003378,"io, data",
c8018ea8d75075049084d36b268dd7a21e0a6b42 tags/shadoop-2.4.2~79,"Fixed a bug with getting decompressor in a threaded environment
",1461693612,paralelism,
f1477dde7851041c1683df283482fcff16dde31f tags/shadoop-2.4~9,"Fixed a bug with SpatioTemporalAggregateQuery
",1459971808,job,
51e8c17ff48c9bad94e23ed474999067ea4e6517 tags/shadoop-2.4~12,"Fixed a bug with MultilevelPlot using pyramid partitioning
",1459393052,"data partition, parallelism",
fddfc37bf6b4586340f5f79a4f58e94a0e456f5a tags/shadoop-2.4~13,"Merge branch 'DevFactory-release/remove-dead-stores-fix-1'
",1458599133,,
9dec4c69a767a0380a62cd61d06ca6fb0cbb9cff tags/shadoop-2.4~13^2,"Fixed a bug with non-imported class
",1458599123,example,
461a8f8de2211097769f0949571835f65b7a04b4 tags/shadoop-2.4~13^2~1,"Merge branch 'release/remove-dead-stores-fix-1' of git://github.com/DevFactory/spatialhadoop2 into DevFactory-release/remove-dead-stores-fix-1
",1458599042,,
f3eedd8ac8ed36e1f2f30a07dae409e2bf6c136c tags/shadoop-2.4~14,"Merge branch 'DevFactory-release/possible-null-pointer-exception-fix-1'
",1458598861,,
d00e0eab23794022e39ea6089db1c8235511ab10 tags/shadoop-2.4~14^2,"Merge branch 'release/possible-null-pointer-exception-fix-1' of git://github.com/DevFactory/spatialhadoop2 into DevFactory-release/possible-null-pointer-exception-fix-1
",1458597365,,
0ffb6e0e745497e4d61554ea3b11407cdf4b4cf0 tags/shadoop-2.4~15,"Merge branch 'DevFactory-release/using-isempty-fix-1'
",1458597318,,
1c7438bdc01ed87e667ee829f8ba93a6364b7d8c tags/shadoop-2.4~15^2,"Merge branch 'release/using-isempty-fix-1' of git://github.com/DevFactory/spatialhadoop2 into DevFactory-release/using-isempty-fix-1
",1458597296,,
ab5de64c46f54ff74a860eaee0b02b24f6d2cd7f tags/shadoop-2.4~16,"Merge branch 'DevFactory-release/resource-should-be-closed-fix-1'
",1458597162,,
85a7622444700a554ea800a06d5c55dfadfc620e tags/shadoop-2.4~16^2,"Merge branch 'release/resource-should-be-closed-fix-1' of git://github.com/DevFactory/spatialhadoop2 into DevFactory-release/resource-should-be-closed-fix-1
",1458597135,,
846ff81d5b773ed66c750677cb8d74c27b98634c remotes/origin/revert-26-release/replace-synchronized-Collections-fix-1~2,"Merge pull request #31 from DevFactory/release/override-hashcode-fix-1

equals(Object obj)"" and ""hashCode()"" should be overridden in pairs",1458596286,,
926b729e257b0202492307de968b47ecec6c84af remotes/origin/revert-26-release/replace-synchronized-Collections-fix-1~3,"Fixed a bug with deserializing TigerShape
",1458596177,io,
4c2fbd2b5af7b13521fb3c9d12a4ec7bcb7b577f remotes/origin/revert-26-release/replace-synchronized-Collections-fix-1~4,"Fixed a bug with parsing quoted WKT
",1458499552,io,
f5bcde9cc6f9b38525f4d2ce39c204bb7ee69bf1 tags/locationtech-ic-3~4,"Fixed all JavaDoc errors
",1456349256,,
f1c35f0269d4c0ebea74a785d0e4caeecbd9a71b tags/locationtech-ic-3~5,"Fixed a bug with MultilevelPlot
",1456342385,job,
c4f2b1bd6fef2808dce493c8be89896dc95a92f5 tags/locationtech-ic-3~9^2,"Minor fixes to the README file to reflect the use of maven for compilation
",1456265795,,
098a201c957c1f4a3f55eb7b02cc84dc9c6376da tags/locationtech-ic-3~9^2~4,"Fixed a bug with MultilevelPlot
",1456264756,,
ef136332dfe42b329827bda2e4173b26f35d688a remotes/origin/hadoop1~3^2,"A minor fix to the created package
",1456258775,,
dc56abaf0bca40e3383232e8001f88e97956aecc remotes/origin/hadoop1~7,"Fixed a bug in writing the cached MBR file
",1456179605,io,
a12e032621499e584c6f05012a7f23aa759d94ff remotes/origin/hadoop1~8,"Fixed a bug in serializing null geometries
",1456179559,io,
2b95be90973e526dc5d26ca24c8c5d5e1edc4e12 remotes/origin/hadoop1~9^2^2,"Update prepareNextResult() for Errors

A mistake of wrong brace place, maybe because of code copy. I debug the prepareNextResult() using point data set, and always get an error. Then I find this mistake and correct it.",1452914473,algo,
e640c74041ccf41c42499d1c497f39257f863277 remotes/origin/hadoop1~10,"Minor fix to planet-extractor.pig
",1452615017,,
7ceacc9b8e10bf6e7217c809dc725fa8854cbfcb remotes/origin/hadoop1~11,"Refactor Pigeon OSM extractors

Fixed a bug in HasTag
",1445805239,,
46a7fbc5e04f438e084ff0448ed6e5882aac0c6e tags/locationtech-ic-3~13,"Fixed bugs with duplicate avoidance in DJ

Fixed a bug with RTree join of large files
",1445543827,parallelism,
60138d26c54eeec8bcc5daf23dbca581394f785e tags/locationtech-ic-3~14,"Fixed minor bugs with SJMR and DJ so that they produce the correct result with special cases
",1445536702,,
d80d63cd27f39249eba780fb5da2b3187db40819 tags/locationtech-ic-3~15,"Refactor the RTree class and fix a spatial join issue
",1445531995,parallelism,
3cd615f1d7e36c9e2dd6488e74890b2207022830 tags/locationtech-ic-3~16,"Minor fixes with RTree
",1445486006,data partition,
663af93cf49f5a313d2b3140bf6cb08d3972cf64 tags/locationtech-ic-3~35,"Fixed a bug with union
",1440356555,job,
fa5df837adb8120c4d70c97a61546a8b59d07cf4 tags/locationtech-ic-3~42,"Fixed a bug with FarthestPair
",1439785044,job,
64185df2d8b1246e6cb72531c6853d4516a9ab1e tags/locationtech-ic-3~43,"Solved a bug with reading files in local algorithms

Added a new parameter thickness in generating circular datasets
",1439535443,io,
26df034993e694e2266495b6d614b581a83b8237 tags/locationtech-ic-3~44,"Report errors in ClosestPair#local
",1439533720,job,
b3ebc1fce6722b724d7f61d532258d16a5cd9891 tags/locationtech-ic-3~45,"Minor fixes to CG algorithms to work with an input of any type rather than only with Point
",1439411837,data type,
d74e6f5b71a32e61870c10c3b3c141841d9fba0b tags/locationtech-ic-3~54,"Fixed a bug in DT

Allowed skipping the output
",1439056673,job,
c21b7d5f24e785970343895c9763a60fe192dbb2 tags/locationtech-ic-3~57,"Fixed a few bugs with Union
",1439015485,job,
34b10f166cccd9baf52e6ecc888e584b3bbbb5bc tags/locationtech-ic-3~60,"Catch and report errors in safeUnion
",1438993889,job,
67223226593912e98158f84f6be60c0d46b82479 tags/locationtech-ic-3~66,"Use ArrayList instead of Vector in Union

Decrease the batch size to 1,000 instead of 10,000

Fall back from buffer to union operation in case of a failure
",1438712066,"data structure, format",
16d8592c4ec665142d896175abb2010be41ed1d8 tags/locationtech-ic-3~59^2~12,"Fixed a bug with reporting memory usage
",1438396864,memory,
52b6dfda378a216362f7a96ad8b87d0a05f8d8f1 tags/locationtech-ic-3~59^2~17,"Increase the accuracy of checking collinear points in calculateCircumCircleCenter

A minor fix for a very special case for nearly collineary points
",1438371066,performance,
5744bcb9446a51a131912f9b0484a24d30185e26 tags/locationtech-ic-3~59^2~20,"Added DelaunayTriangulation to the list of operations in Main

Fixed a bug with choosing the base edge
",1438359707,job,
293ce3d6d27b21a06eb8547c63b242ef46edec51 tags/locationtech-ic-3~59^2~35,"Fixed a bug with Triangulation#test
",1437697322,,
00554ac595866695ac1b4e12b1350b3e0dd84d2e tags/locationtech-ic-3~59^2~38,"Added a method to test for possible errors in the triangulation
",1437689047,,
a0d663ca8a0e3af2ec2db91b0069517f4c0082bf tags/locationtech-ic-3~59^2~40,"Reverted recent commits to resolve a bug
",1437687938,,
7d3e45744192b86a0b51e3b691f5a11a51cf6f84 tags/locationtech-ic-3~59^2~47,"Fixed a bug in removing duplicates in DT
",1437674773,algo,
8f11a641b86bf083dca82c5de086b1575e726621 tags/locationtech-ic-3~69,"Minor bug fixes
",1436762460,,
2a891234182458cf86b92b6cbd28407cd1ab693e tags/locationtech-ic-3~78,"Fixed a bug with local indexer when it builds a replicated index

Write the master WKT file in the local indexer

Implemented UltimateUnion that works with replicated index

Implemented a simplified version of the old union algorith with the name BasicUnion
",1436386182,"data strcuture, job",
87f3f7a17717a332dc7e58617d6dc9f96edc5611 tags/locationtech-ic-3~86,"Update the HDF library to read linked blocks. Partially fixed but raised an error with chunked blocks
",1435559243,data partition,
7d31e2d506d8de39a46f791916e603b6d620800d tags/locationtech-ic-3~95^2~1,"Fixed a bug with reader VData header

Refactor some code parts in Hdf

Added LinkedBlock data descriptor class but it is not currently used correctly
",1434514059,IO,
ed6cc3a9f338f2e64a87ed84a6f66b56fa60eed5 tags/locationtech-ic-3~100,"Fixed a bug with ShahedServer that causes it to ignore user name in the input form
",1434106685,,
54dd63f2d23b9a82e1cc83c5c732cccbea708e56 tags/locationtech-ic-3~101,"Fixed a bug with SJMR
",1433885854,algo,
5616800f8a8ac527660187345c855b33ed6a1481 tags/locationtech-ic-3~102,"A small fix in linegraph1.html to allow it to work in the CS-hosted web-site
",1433875207,,
36135a8eb30fe3a1d0c59866a8527b1f13e5abe9 tags/locationtech-ic-3~105,"Fixed bugs with HDFToText
",1433363521,io,
14c261bf7b4b48dbc42be466f6531c3390a362e8 tags/locationtech-ic-3~107,"Fixed RandomSpatialGenerate#printUsage: Removed 'polygon' from the types of shapes that can be generated. Fix issue #3 on Github [https://github.com/aseldawy/spatialhadoop2/issues/3]
",1433362308,data type,
6c89d9e3e1f8194823c02a1dbf4e656e6dc507d4 tags/locationtech-ic-3~110,"Fixed a bug with new Indexer operation
",1433178742,data strcuture,
d14dcca22cd28aa432a9a1de7e4d74ccd145666d tags/locationtech-ic-3~116,"Minor fixes to the new indexer operation
",1433034104,job,
d003fd39b49a61355bef9cd563c83e10696a27b4 tags/locationtech-ic-3~122,"Fixed a minor bug with gdelt-download.rb script
",1432057627,,
f30d3d42f269543ca59a55c6cab65e3fe36f65d1 tags/locationtech-ic-3~125,"Fixed some bugs in the JSP visualizer
",1430372181,,
f873a9663680dd9281c9511658fa8a4938172ea8 tags/locationtech-ic-3~128,"Minor fix to avoid recreating Rectangle objects in STRPartitioner
",1429571978,paralleslism,
2393b6cba6305b83bd6321860addf473be66ac90 tags/locationtech-ic-3~129,"fix something with temporal index matching
",1429058195,job,
4fc90c196ff9d9b9e51a4628da49028e68db7203 tags/locationtech-ic-3~130,"fix something with temporal index matching
",1429057824,job,
735404eac2a64b860a76d806d8ac68526b51dc01 tags/locationtech-ic-3~131,"add debug info
",1429057445,,
6fce67176683c53a4c438afa6593084a3bbe3180 tags/locationtech-ic-3~132,"fix something with temporal index matching
",1429056779,job,
69f3a1aba05cf5ddefdbebd9171ecee0607d26b7 tags/locationtech-ic-3~133,"fix something with temporal index matching
",1429056485,job,
1065da8d6c86ad34dc412a68ccd314c91c6d829c tags/locationtech-ic-3~134,"add debug info
",1429056282,,
37c87098223f6bfc65d5629a0075345c8d3bd8f3 tags/locationtech-ic-3~135,"add debug info
",1429056032,,
4e0eae06ee7e6426cf7360fe58ca7b3b36b98d3b tags/locationtech-ic-3~138,"Fixed a bug with sending confirmation email
",1429045683,,
fa97f91f7c4cf11f538c70feff4e293ec85e57fb tags/locationtech-ic-3~143,"Fixed a bug with frontend
",1428976695,,
cd10f8a72811492dc0cca99a1a6b2366f2a10caf tags/locationtech-ic-3~150,"Report failing file name for all errors (including RuntimeException)
",1428960617,,
ae490aaf02f52ef6886c36bd1a2bc04edd33d26f tags/locationtech-ic-3~152,"Report a meaningful error when the aggregate query fails
",1428960477,,
dbcc0b6a5c94d108e3591f5299451c20371fa3db tags/locationtech-ic-3~156^2,"Fixed minor bugs with shahed- front end (still not working)
",1428953395,,
e8572eecfd1fcb84c8f90c214d9ec86bb7efbe25 tags/locationtech-ic-3~160,"Improved the HDF downloader script to give another try to failing files
",1428459614,io,
d54e29369fa9330ec956808ed16d2f5a2e5a6bc7 tags/locationtech-ic-3~161,"Handle special cases with indexing and running spatio-temporal queries

Fixed a bug with querying monthly and yearly indexes
",1428363636,"data structure, job",
e3967474e3525a14ec852abaa9955056fbfe4cb6 tags/locationtech-ic-3~162,"Bubble up plot errors to the server

Adjust number of reducers in a better way to deal well with both small and large inputs
",1428089149,job,good example
f6a1aa709dc107f0faa9a387356dfa362356855a tags/locationtech-ic-3~168,"Fixed a bug of decrementing the static variable retries instead of the local copy retryCount
",1427939242,job,
4bcb560d6d0a1bd065ffa1ec2686074f4ddc3b9f tags/locationtech-ic-3~173^2~2,"Fail the visualization process if one file fails
",1427848223,,
d91c148d155e6af6c829d937df77c8391158294a tags/locationtech-ic-3~181,"Fixed a bug with generating water mask
",1427253332,parameter,
1f4e358b6a396da63e7cfd010a18082b3f8f7ea3 tags/locationtech-ic-3~179^2~1,"Minor bug fixes with MultiHDFPlot when combine is set
",1427253331,job,
2c8b4902fa0284060228f162e9f6f3fa09090702 tags/locationtech-ic-3~185,"Minor fix
",1427166270,,
d441d083f33f88196b2098ab4a0e52a0b430d04a tags/locationtech-ic-3~197,"Small bug fixes
",1426488077,,
a9a41a9a22cbe267cb15f27cb7051a46fd735387 tags/locationtech-ic-3~200,"Added a new page for generating images and videos

Propagate the error of Parallel.forEach to the caller

Write the error message in the failure email
",1426444911,parallelism,
044f5f49f6eae36c083ecd39ac49ebab68a7e596 tags/locationtech-ic-3~202,"Fixed a bug with selection query
",1426393110,job,
37655f10144b2651bd72ebbd6adb00afb48fe5dc tags/locationtech-ic-3~203,"Report errors in aggregate and selection query

Added a function to the front end to generate a video
",1426385073,job,
37aea887645a9ec8cb7a010f3a1f66571719a634 tags/locationtech-ic-3~205,"Minor bug fixes to HDFPlot
",1426370422,,
d7ae54859d067a1810a59a86ca05b2b79b885a64 tags/locationtech-ic-3~208,"Bug fixes to HDFPlot to work with arbitrary ranges
",1426288562,job,
73d82d053cb8942da31fb822da05553d1fa7f300 tags/locationtech-ic-3~210,"Fixed a bug with recover holes in y-direction
",1426218140,,
d997186dd278a39ddf179ca4898d545880ea504f tags/locationtech-ic-3~216,"Report unsupported blocks to stderr for debugging issues
",1426202591,data,
47be82a0998f8dd7624665b226f7e39dc535da2e tags/locationtech-ic-3~223,"Minor fixes for plotting HDF files
",1426035710,,
93dcccf43a8580c1b18457589bac5c1722a2165e tags/shadoop-2.3~2,"Fixed a bug in the test script when reading results from file
",1425950512,io,
e0fac87b964052aec4cc1779a6cb8935c56d6299 tags/shadoop-2.3~10,"Fixed some bugs with plotting functions to work with the new MapReduce interface
",1425922278,job,
32e197884caba20ae55f9e7ac7610373baed7cca tags/shadoop-2.3~11,"Fixed a bug with RTree#knn
",1425856352,algo,
91157d171303625a0cc5238618a35ce27f8150cf tags/shadoop-2.3~17,"Fixed a bug with SpatialRecordReader3 when end-of-line is aligned with end-of-split
",1425837410,io,
5c7f259cfbfae51832fc3a6b5eafeb02fd491b4b tags/shadoop-2.3~21,"Fixed a bug with SJMR to insert a default value
",1425684145,algo,
2649c83d68a84c7cca3ce932c45398ec3f10afa4 tags/shadoop-2.3~22^2,"Fixed a bug with KNN. The tests now pass for RangeQuery and KNN
",1425665141,,
711a35138096d5f13f9fc8368c225db2e5f3c2d9 tags/shadoop-2.3~22^2~1,"Fixed a bug when a custom block filter is specified without a range query
",1425662273,job,
0d1fc2e7c1af8c11fe1902d4328e224cca0b9732 tags/shadoop-2.3~22^2~8,"Fixed a bug with RTree#search

Fixed a bug with RTreeRecordReader3 that caused it to always miss the last element

RangeQuery tests pass for this version
",1425594269,job,
d23b922acc95e60fe8f3fd7f8717404f824b8790 tags/shadoop-2.3~22^2~20,"Better handling of compressed files

Signal errors in parsing instead of burying them down in an empty catch clause
",1425506704,file format,
d8eb608bdbdd8d75af5d9a87a22ea6f149f3e60c tags/shadoop-2.3~23,"Fixed a bug with SHAHED front-end that causes it to freeze when a request fails
",1425494239,,
aa74f0b5029956a08a67785dfc9592960e305edf tags/shadoop-2.3~25,"Bug fixes in SHAHED server
",1425420286,,
c9c0ec848f6966a135939aa3533c14fc8b815daa tags/shadoop-2.3~26,"Bug fixes to the SHAHED server
",1425420247,,
dbd51e1782fe3419b247d8e4396d1b1232d7a52f tags/shadoop-2.3~27,"Fixed a bug with the BitArray

Use the correct value of the water mask when recovering errors
",1425359587,data strcuture,
b66164fb629c5b9ee292135058bf424ca828accb tags/shadoop-2.3~28,"Fixed some bugs with generating and using water mask. Still has some bugs
",1425358670,algo,
7d5f7206631ad5c72d9ce88b23402dfdc22587f2 tags/shadoop-2.3~30,"Minor bug fixes
",1425342991,,
26070594e548befe5da812320fd3689d50e7518c tags/shadoop-2.3~31,"Fixed a bug in partitioners which sets MBRs to objects other than rectangles
",1425196322,data partition,
10413611892886d871bb3e923e9db49b2c4f4266 tags/exp-partition~1^2~1,"Fixed a bug to allow Indexer to work local (tested)
",1425109916,job,
ecbc94e0a0dbdd3e3c5ef393a9030bd802f360fc tags/exp-partition~5,"Fixed a bug with HilbertCurvePartitioner to avoid integer overflow
",1424734796,data partition,
6a43cf22c2fa29626a23599bbb220a06496ba916 tags/exp-partition~6^2,"Bug fix in ZCurvePartitioner and KdTreePartitioner to avoid integer overflow when the sample size and number of partitions are too large
",1424734488,"data partition, memory",
519e0b70be846b176590469563a23b5e49e29b42 tags/exp-partition~7^2~1,"Some fixes in the visualization to work with HTTP files
",1424665821,,
39f4b7d2664b56bdf18b9b53eedbe9bbab649ccb tags/exp-partition~21,"Fixed a bug with ZCurvePartitioner#getMBR to reflect the fact that the Z-range is exclusive

Tested QuadTreePartitioner and it seems to be working
",1424116324,data partition,
18a2fa4bab4f14995dd4bc1547c0dfb9e054bc4c tags/exp-partition~38,"Fixed a bug with computing and uncomputing ZOrder
",1424022067,algo,
3b40b2231c0b60baeaac96bda0b85e9cca978c83 tags/exp-partition~49,"Fixed a bug with TigerShape when the line is too long
",1423698847,,
7eb0a30146371dd44c39f8eea7157257ceda701e tags/exp-partition~50,"Fixed some bugs with the front-end of Shahed

Improved and simplified the code of the front end
",1423696379,,
4d1c040bbd1f8efaa63d36ecd6941a7713757b97 tags/exp-partition~52,"Fixed a bug with serializing/deserializing tiger files
",1423680209,io,
cd69743ef7a77c95a77ac656952112b73a250a87 tags/exp-partition~54,"Fixed a bug with serializing/deserialzing Tiger shapes
",1423677239,io,
17e8dfad570c77aebc1d25a27f56b7eac37b8acc tags/exp-partition~53^2,"Fixed some bugs with HDFPlot from HTTP files
",1423540110,,
5b9f5bad9558e21d7005e08da419bcd4071b7b05 tags/exp-partition~55,"Fixed a minor bug with KNN
",1423188966,algo,
77ac42a4ea5bf692c5f79efb1539a503d90e6a40 tags/locationtech-ic-2~3,"Fixed bugs with MutlilevelPlot
",1423103965,,
4e0d92ce86b1a3de4ed1d0ce49936c3c7bd09ac5 tags/locationtech-ic-2~4,"Fixed a bug with PyramidOutputFormat to write raster layers instead of images
",1423099395,io,
02003d96c43e3d479393ce6348ca37599a660942 tags/locationtech-ic-2~5,"Fixed a bug with MultilevelPlot
",1423098603,,
e109e971122309cd8a0dfb0cd4c736e7668c2425 tags/locationtech-ic-2~9,"Fixed some bugs in SingleLevelPlot and HDFPlot2
",1422913803,,
f3d0a6f5492f5a89cb8f2937a7aca333bf2b8c50 tags/locationtech-ic-2~10,"Write an error message if no partial output is found by SingleLevelPlot
",1422905823,,
