3fdc757ea58cdc13457f5a66acacca26871e1759 master~2,"Fix argtopk split_every bug (#3810)

",1532530174,data split
36e235d7074f01830dd79a24fd656f4cda9e2c81 tags/0.18.2~55,"fix for `dask.array.linalg.tsqr` fails tests (intermittently) with arrays of uncertain dimensions (#3662)

* fix for issue https://github.com/dask/dask/issues/3659 where tsqr fails tests with uncertain dimensions

cause: uncertain dimensions mean the possibility of chunks with zero height, which np.linalg.qr does not accept
fix: a wrapper function for np.linalg.qr was written to handle the case

* regression test for case where tsqr encounters zero-height chunks (both in the case of known and unknown chunk sizes)

* modified _tensordot  to return the right shaped outcome (using np.zeros) in the edge case of a valid tensordot where some contraction axes has size 0

* added comments on workarounds
",1529932254,job
227d0301a47a62e34adcdab6bbf0a0851da3e467 tags/0.18.1~4,"Test gradient magnitude (#3647)

* Fix variable naming in gradient test

* Test computing the gradient magnitude

As there were some issues combining multiple gradient results into a
single computation (now fixed in `map_overlap`), add a simple test to
`gradient` to try combining multiple results together into something
typically used (i.e. gradient magnitude). Should help ensure this issue
doesn't crop up in the future.
",1529524453,"parallelism, job"
1755e866a421fc758bcd70a114702c3e3f46ab2f tags/0.18.1~8,"DASK_CONFIG dictates config write location (#3621)

* DASK_CONFIG dictates config write location

Previously existing configuration files could be specified by
`DASK_CONFIG`, but projects like `distributed` would always write the
default configuration file to `~/.config/dask/`. We now make the write
location configurable as well. This is important in environments where
`~/.config` may not exist of be writable.

* Overhaul ensure_file

- Don't ever write to destination if it's an existing file
- Catch errors when writing fails.
",1529503282,io
972b0182ca4cc01faa9bf4ad24261467df569f85 tags/0.18.1~9,"Add back dask.utils.effective_get (#3642)

This was removed in 0.18.0, which broke some XArray work.
See the following issues:

- https://github.com/pydata/xarray/issues/2238
- https://github.com/dask/dask/issues/3638",1529503211,
c691058d7a264ddef5748dca46d90ef0180024b8 tags/0.18.1~11,"revert requests fix (#3624)

",1529334153,
f75ebda49feb89c63c2b0fc4676e0affc2543223 tags/0.18.1~15,"Explain why `test_distributed` is skipped (#3627)

Appears `pytest` will error a test if it is skipped without a reason
now. This adds a reason explaining that this test won't be run if
`distributed` is not installed.",1529181113,
cfd0f7c223722bff489b8cb9ccb5e8f918a7f913 remotes/origin/jakirkham/mark_hdfs_tst_as_knwn_fail~1,"Add Dask Array implementation of pad (#3578)

* Add Dask Array implementation of `pad`

This provides a Dask Array implementation of NumPy's `pad`. It
dispatches through 1 of 4 different functions depending on the type of
padding (i.e. `mode`) used. If padding only involves edge chunks, then
NumPy's `pad` is applied to the edge chunks and internal chunks are left
untouched. If padding involves some sort of tiling, then the array is
sliced up into pieces that orientated and organized as need, which are
then combined with the original array using `block`. If the padding
involves the computation of some statistics of the array, the statistics
are computed and broadcast to match padding, which are then combined
with the original array using `block`. If a user defined function is
provided, then the array is padded with 0s and `map_blocks` is used
(with some `rechunk`ing) to apply the user function and get the
resulting array.

Some special cases like computation of the `median` and usage of
`reflect_type=""odd""` are currently not supported. The former could be
supported within some reasonable constraints. The latter has somewhat
mystifying behavior, which would need to be understood to be
implemented.

* Add `pad` to the `dask.array` namespace

* Include some basic tests of Dask Array's pad

* Add Dask Array's pad to the API docs

* Bump to NumPy 1.11.1

Appears a bug fix we need for NumPy's `pad` function is added in NumPy
1.11.1. So try bumping to NumPy 1.11.1 to see if that resolves the
issue.
",1529170947,data strcuture
0d7855e7e25fa8c33116104bda9dc5d1e1bfba16 remotes/origin/jakirkham/mark_hdfs_tst_as_knwn_fail~3,"Fix slicing of big arrays (#3619) (#3620)

Added slightly modified version of example which failed before as test",1529094333,
6b2058de4fa9bc97721843c0ee732349a536a417 tags/0.18.0~2,"Added recursion to array/linalg/tsqr to better manage the single core bottleneck (#3586)

Added recursion to tsqr to better manage the single core bottleneck; a balance is struck by only recursing when there is a need for it (the single core compute has to work on a block/chunk larger than the largest chunk) and when ""meaningful reduction can be made"" in the size of the single core compute (aspect ratio of the tall-and-skinny chunks is at least 2).

* simplify arguments in parametrized tests

* fix: tsqr SVD decomposition output shapes; enhanced SVD tests

* dask/array/tsqr resolved issues of uncertain array dimensions (rows & columns), added tests to cover cases of uncertainty for both qr & svd

* Use informative keynames in tsqr

This uses informative keynames like 'getitem' and 'qr` in the graph
for tsqr.  This helps the distributed scheduler make some decisions
and also improves the interpretability of visual diagnostics.

* tidied up docs; removed use_recursion (a classic case of ????????????...)

* Updated memory use in docs.",1528996709,"parallelism, job"
56174aca5f19b64f4f8fe72ec4086998955aac47 tags/0.18.0~3,"Support Zarr Arrays in `to_zarr`/`from_zarr` (#3561)

* Support a Zarr Array in `to_zarr`/`from_zarr`

This allows the user to provide a preconstructed Zarr Array for storing
with `to_zarr`. Also supports constructing a Dask Array with `from_zarr`
given a Zarr Array. Thus users can store the result in memory if they
like or to disk with a Zarr Array that may already exist as well as
easily load it into Dask.

* Test `to_zarr`/`from_zarr` with an existing array

Includes a roundtrip test for an existing Zarr Array.

* Disallow Distributed store to in-memory Zarr Array

Make sure that users are unable to store to in-memory Zarr Arrays from a
Distributed context as they do not make sense to access from multiple
processes.

* Test Distributed store of in-memory Zarr Array errs

Test that when trying to store an in-memory Zarr Array using
Distributed, this will error instead of attempting the operation.

* Make Client default so Zarr check works

The Zarr check for in-memory Arrays being used in Distributed context
looks at the globally registered scheduler (as that is what is used to
perform the computation and storage of the result). However the testing
framework doesn't seem to be registering the Client it creates globally.
Meaning the check will fail. This adds a flag to ensure the testing
framework's Client is registered globally so the check is exercised as
intended in the test.

* Include example of storing to a Zarr Array

Provides a simple example using `to_zarr` with a custom created Zarr
Array.
",1528982886,data strcuture
715f337ec6b49477b73806d2c71b283e158b9635 tags/0.18.0~7,"Replace token= keyword with name= in map_blocks (#3597)

* Replace token= keyword with name= in map_blocks

Behavior here was reversed from normal dask.array conventions.
This does an abrupt change of the name= semantics and issues a warning
when users use token=, pointing them to name=

See https://github.com/dask/dask/issues/3226#issuecomment-396419864

* Remove some uses of name= in map_blocks
",1528925923,
279fdf7a6a78a1dfaa0974598aead3e1b44f9194 tags/0.18.0~11,"Remove --verbose flag from travis-ci (#3477)

Fixes https://github.com/dask/dask/issues/3441",1528902471,
18649b1bcd94fcdd86b7b38cdf6705469906191c tags/0.18.0~13,"fixes dd.read_json to infer file compression (#3594)

* fixes dd.read_json to infer file compression

* add compression option to to_json, fix tests

* test to_json with multiple partitions

* change inferred compression test to use dd.to_json

* remove unused imports

* fix orc test

* fix http tests

* update travis to ignore test_http for optimize

* workaround for bug in requests 2.19.0
",1528895028,job
1a76ba3aa1482b3938be1b4b85059fd0f8309560 tags/0.18.0~16,"[array.linalg.qr] added sfqr (short-and-fat) as a counterpart to tsqr??? (#3575)

* [array.linalg.qr] added sfqr (short-and-fat) as a counterpart to tsqr (tall-and-skinny) to extend the applicability of qr; most ""big data"" cases using QR decompositions would probably be either short-and-fat or tall-and-skinny  #diversity

* Support non-square arrays in triu/tril

* Clean up da.linalg tests

* fix: dask.array.linalg.tsqr incorrectly reported shapes (https://github.com/dask/dask/issues/3583)

but also not using tsqr for the case of short and fat single blocks (inefficient)

* redirecting the single block case to sfqr (for efficiency)",1528663154,"data type, performance"
821f05e81308ee3213343f55eab5224d16232709 tags/0.18.0~21,"Correct internal dimension of Dask's SVD (#3517)

* Correct internal dimension of Dask's SVD

Previously the Dask Array SVD code had assumed the shared dimension
would be equal to the column in the Dask Array matrix always. However
the shared dimension in SVD is whichever is shortest (row or column) of
the provided matrix. Computing the results actually provides NumPy
Arrays of the expected shape. Meaning that the chunking is merely being
misreported when constructing the Dask Arrays from the Dask graph. Hence
this fixes how the shapes and chunks of the resulting Dask Arrays are
determined.

* Test that Dask's svd has correctly shaped results

Make sure that Dask's `svd` returns arrays that would have the correct
shapes compared to similar results from NumPy.
",1528406489,data strcuture
35354830ed4b029ab73e72e45022e03d381f43b4 tags/0.18.0~23,"Dataframe sample method docstring fix (#3566)

* Removes ""optional"" from frac parameter

* Adds space to fix code syntax
",1528384326,
1bb2284a14da738e5973d68d2456ce68d7d20018 tags/0.18.0~26,"Trivial/cosmetic changelog fixes (#3541)

",1527632549,
79c181ada85206e65617514d1dd3f891a9b7e836 tags/0.18.0~31,"add to/read_zarr (#3460)

* First stab at zarr

* flake

* return value and more tests

* Allow rechunk in to_zarr and check chunks for regularity

Dockstring for rechunk=  parameter suggests that rechunk will
allow various chunking schemes. Intent is to have None become the
default, and decide which scheme is best for it.

* Add import to examples for doctest

* Allow direct use pf mappers in to/read_zarr

* simpler length check

* fix

* Add chunks parameter to from_zarr

* comment typo [skip ci]

* Add doc and changelog [skip ci]

* remove rechunk parameter

* doc typo [skip ci]

* Simplify overwrite

* corrections
",1527302408,io
d87f838c869e6b3adf508e8abaa71c6d1db3d094 tags/0.18.0~35,"Fixes bug, where size of dimensions would not always be checked  (#3526)

",1527192188,data
b68ba1140c826c6ab5725bfec5c9dff35831b800 tags/0.18.0~37,"Update array-creation.rst (#3525)

fixing names to be correct / consistent (filenames, lazy_images, lazy_image)",1527078359,
fcf77748318bf1ccafac37211be1987534e6e5af tags/0.18.0~41,"Raise error if meta columns do not match dataframe (#3485)

* raises error is meta does not match df

* add check for NaN in meta and df columns

* Make error message more informative
",1527074021,data
771a045cd9196b37af54bee16761da7330c943a6 tags/0.18.0~42,"Merge 0.17.x with master (#3510)

* Fix rechunk with chunksize of -1 in a dict (#3469)

* Fix rechunk with chunksize of -1 in a dict

* Docstring updates

(cherry picked from commit 4756b59050ab3478b5dd197093d0d28e7b8a33fd)

* Faster slice_1d in dask.array (#3479)

This uses numpy and binary search to accelerate slicing performance 
when there are many chunks along a dimension

See also benchmarks in https://github.com/dask/dask-benchmarks/pull/15

(cherry picked from commit 7c419580037f552befc2650cb13967dd6bdef86a)

* einsum split_every parameter (#3472)

* da.einsum split_every support

* Check for invalid einsum parameters

(cherry picked from commit 5826ae0a108deedfca24e4d31db5f28a9e196026)

* Pandas 0.23.0 compat (#3499)

* Pandas 0.23.0 compat

Compatibility for result_type in apply

Avoid deprecated Index.summary

Avoid ambiguous column warning

Catch deprecation warning

Catch indexing warnings

Handle rolling warnings

Changelog fix

(cherry picked from commit 390fc144d917aa13c47ed59925a78ad220377f82)

* Updated changelog

* Removed distributed master install

* RLS: 0.17.5
",1527008093,"memory, data partiton"
83107230c0bad0cd901ea4f86667c42250aff649 tags/0.18.0~43,"Update sphinx readthedocs-theme (#3516)

Fixes https://github.com/dask/dask/issues/3515",1526778998,
bf5cfb01da7c6bc13f6e968df307f0352cb942ff tags/0.18.0~44,"Feature/dask.array.apply_gufunc (Issue #702) (#3109)

* Initial (still buggy) implementation of ``apply_gufunc``

* Finalize initial bugfree implementation

* Wrapup tasks

* Tiny out of topic linebreak fix for docu

* Add new methods to docu

* Minor

* Minor

* Minor docu fix

* Stylefixes, modify doc examples

* Fix conceptual issue: loop dims get broadcast fully before func is called

* Add docstring

* Remove `curry` from `gufunc`

* Stylefixes

* Use `apply_gufunc` into `dask.array.Array.__array_ufunc__`, provide `gufunc` wrapper (calls `apply_gufunc` directly) and provide `asgufunc` decorator.

* Finalize some tests and import `gufunc` methods to `dask.array` module

* Adds documentation for `gufunc` module

* Remove unused imorts

* Stylefixes

* Minor import fix

* Remove unused code

* Minor

* Fix doctests

* Limit some tests to newer versions of `numpy`

* Improve documentation

* Rename `asgufunc` to `as_gufunc`

* Minor enhancement of documentation

* Use `assert_eq` instead or `np.testing.assert_array_equal`

* Use `@pytest.mark.xfail(reason=""..."")` for one test

* Add test with mixed numpy dask array inputs

* Minor

* Changes `apply_gufunc(..., concatenate=)` to `apply_gufunc(..., allow_rechunk=)`

* Minor doc fix

* Put arguments in docstring in correct order.

* Make `signature` strictly a string input

* Make `output_dtypes` accept strings, add respective tests, and pass dtypes also to `np.vectorize`.

* Document passing of additinal `kwargs` to function, add test for it.

* Reimplement a more readable version of consistency check of chunk sizes

* Minor enhancement of few code lines for readability

* Minor stylefixes

* Fixes typo which broke tests

* Make some tests optional for numpy<1.12 because of missing `np.vectorize(..., signature=...)` support

* [skip ci] fix api link

* Minor typo

* Correct input validation to `TypeError`

* Add `pytest.mark.xfail` to tests that call private `numpy.linalg._umath_linalg` methods

* Revert ""Correct input validation to `TypeError`""

This reverts commit d2b27bfcb9e27367bb5e738cccdf433a6e949309.

* Correct input validation to `TypeError`
",1526668515,
20145c9a5d12d965ab1ffe52e0c37659aec70ac2 tags/0.18.0~45,"Add dask.config.update_defaults function (#3513)

This provides a uniform way for downstream library to register their
default values.

Previously our recommendation was for downstream libraries to update the
global configuraiton directly.  This had issues when the global config
would be reset, for example when refreshing the configuration.  Now we
remember these default values in a list of dicts and store them for
future use.",1526667709,
c493dbf1b5e4e9490fe8c48cbfc9a86c44751cb1 tags/0.18.0~47,"Adds synchronous scheduler syntax to debugging docs (#3509)

",1526554732,job
390fc144d917aa13c47ed59925a78ad220377f82 tags/0.18.0~48,"Pandas 0.23.0 compat (#3499)

* Pandas 0.23.0 compat

Compatibility for result_type in apply

Avoid deprecated Index.summary

Avoid ambiguous column warning

Catch deprecation warning

Catch indexing warnings

Handle rolling warnings

Changelog fix
",1526497336,
075698e2bee04dd09cb1f475ff271a6edd7ee7b7 tags/0.18.0~50,"Read whole files fix regardless of header for HTTP (#3496)

* Read whole files fix regardless of header for HTTP

* Should have been for read length -1

(not zero, that should produce b'')

* Add comments and allow buffer for small whole files

The latter comes with small addition to a test
",1526412568,io
1fd5f14af228d3f9b90b9f96213a55a014178a05 tags/0.18.0~53,"fix typo (#3495)

remove duplicate phrase",1526298317,
29ea899b724e0a518e9e6efd2af267225a615fbb remotes/origin/no_autoupdate_conda~3,"Use NumPy 1.11 with Python 3.4 (#3482)

Appears that Pandas 0.19 and NumPy 1.12 conflict due to the Conda
package for Pandas' version constraints (particularly for Python 3.4).
So try downgrading the NumPy version used in this CI matrix to fix this
issue.",1525858962,
f0c8e141d1dd28849085b7390e7e71437cd814ce remotes/origin/no_autoupdate_conda~8,"Support case in get_scheduler with no inputs (#3468)

Previously this failed on a check on collections",1525437974,job
9727d6667e85b9f41d2871ace9925de4d9e9ac74 remotes/origin/no_autoupdate_conda~10,"[skip ci] Remove changelog requirement from PR template (#3459)

See https://github.com/dask/dask/issues/3447",1525430571,
993f15363e2a7e5a3dc167af0800442eaaa98e9a tags/0.17.3~5,"Assume the current python executable is the one we should spawn. (#3450)

On Debian the Python executable is named python3, so the test fails
because it tries to run the Python 2 interpreter.

Using sys.executable should be the safest option as the test server
will be launched using the same interpreter that the test suite is
running under.",1525020265,
196c9b0d2656fb544945018bb68ce6ebce5c0870 tags/0.17.3~11,"Remove support for numpy < 1.11.0 (#3429)

* Remove support for numpy < 1.11.0

Downstream libraries have bumped the minimum numpy version they support,
and we should too.

* Fix failing __array_ufunc__ test

Numpy `out` parameter with dask dataframes requires numpy >= 1.13
",1524494002,
bc9f70c3eaed2bb7799cf73b6fc0a7ed1230cc4a tags/0.17.3~18,"Propagate optimize_grpah keyword in persist (#3420)

This was causing dask.distributed tests to fail",1524133376,performance
79528dbea664cc6438b9029102e0263516b59dbc tags/0.17.3~21,"Preserve DataFrame divisions when reading from parquet using pyarrow (#3387)

* Update test_parquet to check divisions for fastparquet and pyarrow >=0.9.0

pyarrow tests currently pass for <0.9.0 and fail for >=0.9.0

* WIP towards preserving divisions when reading parquet files using pyarrow

* Sort ParquetDatasetPieces naturally so that part numbers are processed in order

* Handle converting divisions to timestamps
But getting tests to pass required multiplying int64 time by 1000 and I'm not sure why.

* Use pyarrow schema to convert time to nanoseconds before passing to pandas

Refactor division logic into a new method and base it entirely on the
pyarrow schema (not the pandas metadata)

* Skip test_columns_name for write_parquet 'fastparquet' when reading with 'pyarrow'

This was causing a SIGSEGV error and the comments already state that fastparquet doesn't write column_names

* Encode string divisions

* Clarify parquet string encoding comment

* Use storage name when looking up column metadata for divisions

* Compute divisions column index on the row group of the first piece, rather than on the schema.
These differ in the case of partitioned datasets

* Get numpy datatype from the pandas metadata if available, otherwise get it from parquet schema as before

* Add `infer_divisions` kwarg to read_parquet function

* Updated changelog

* Fixes for pyarrow=0.8

* flake8

* Parquet testing updates so that more tests have 10+ parquet pieces
This ensures that we're testing natural sorting

* Refactor natural sorting logic
  - Move nat_sort_key into dask.utils
  - Natural sort paths resulting from globstring patterns before passing lists of paths to the engines
  - Only natural sort pyarrow parquet pieces if a single input path resulted in multiple pieces

* Compute division column index for each pyarrow parquet piece

* Move LooseVersion import to top of dataframe/io/parquet.py

* Don't assume unix file separators

* Refactor _to_ns to use a lookup table

* Rename nat_sort_key to natural_sort_key and add wikipedia reference

* Remove unnecessary  check_{engine} guards

* Remove unnecessary check_pa_divs assignment

* Rename check_divs -> should_check_divs

* flake8

* Fix natural_sort_key doctest

* Python 2 fix. str -> string_types
",1523979453,io
7cd5143820f58cc600bbaf553b542ccc5e760d9e tags/0.17.3~27,"Reset requests after using moto (#3381)

https://github.com/spulec/moto/pull/1553 fixed the bad interaction between
moto and requests. We now use master downstream of that, which means that
ORC py2 tests can be re-enabled

move moto reset to moto tests
",1523040031,
099a8f16f34fc82e0ec8f86ca0fa8c0e28cee1b3 tags/0.17.3~41,"Fix `isin` API documentation  [ci skip] (#3364)

Forgot to add `isin` with `autofunction` as well. This fixes that issue.",1522523568,
076d5eb333ecd3552488d56e8f9f0abb3e7af1d3 tags/0.17.3~46,"Fix broadcast_shapes handling of nan (#3356)

* Fix `broadcast_shapes` for `nan` lengths

Appears that Python's `max` will sometimes ignore `nan` values. To fix
this, we switch to NumPy's `max`, which will always prefer `nan` values
if they show up.

* Test `broadcast_shapes` handles `nan` correctly

Add some tests for `nan` lengths in shapes passed to `broadcast_shapes`.
Tries to catch some cases that were mishandled before.

* Add `broadcast_shapes` `nan` fix to changelog
",1522411480,job
7de2447e790a1394c00df5d04ec90d226677f596 tags/0.17.3~47,"Expand meta= error message (#3343)

* Expand meta= error message

Fixes #3342

* add udf= keyword to emulate and raise_on_meta_error
",1522411457,
ac660104fcb9b6c78c73366f831812d80feb96e9 tags/0.17.3~49,"Tweak piecewise tests (#3359)

* Tweak piecewise test

The two cases were a little off despite generating the same result. This
brings them into parity. Also adds a seed that is known to generate all
3 cases.

* Split out the piecewise otherwise test

This test just handles the case where `piecewise` has an extra
conditional argument used as an otherwise or else case.

* Skip piecewise otherwise test on pre-1.12 NumPy

Appears that `piecewise` runs into an issue on pre-1.12 NumPy when given
an extra conditional argument for an otherwise/else case. So we just
skip this test on old NumPy's a reference the relevant issue.
",1522410945,
31529d02ede1216c9e40943818508eac54b986ac tags/0.17.3~55,"fix typo in landing page
",1522179267,
bd9fed747ed01589edb0c2b28ed774b72498e1ac tags/0.17.3~62,"Typo fix (#3332)

",1522071636,
85e9a467103007c22affa9ba65447cb500bf5963 tags/0.17.3~64,"Typo fix: argument to DataFrame is called dsk, not dask (#3331)

",1522065403,
4ea114b2d8d6f5ef8ad063944ac388d4ef72435a tags/0.17.3~65,"Fix style issues in the changelog  [ci skip] (#3328)

Fixes various issues with inline code sections and PR references amongst
other things.",1522023458,
f5779130fc2a733cc3c3ad128124d88d0292190c tags/0.17.2~6,"Avoid sorting large stacks in order (#3298)

When performning task ordering we sort tasks based on the
number of dependents/dependencies they have.  This is critical to
low-memory processing.

However, sometimes individual tasks have millions of dependencies,
for which an n*log(n) sort adds significant overhead.  In these cases
we give up on sorting, and just hope that the tasks are well ordered
naturally (such as is often the case in Python 3.6+ due to sorted
dicts and the natural ordering that exists when constructing common
graphs)

See https://github.com/pangeo-data/pangeo/issues/150#issuecomment-373066066
for a real-world case",1521492162,"job, performance"
c0631b0f4cc66709aae48971609b77571b70b777 tags/0.17.2~11,"Loading of partitioned parquet should result in known categories (#3216)

* Loading of partitioned parquet should result in known categories

Fix for the fastparquet side

* Add tests and fix a bit

* Also test index categories

* fixes
",1521043330,data partition
55328a0fad511b81b06b5a078f484365658c81cf tags/0.17.2~14,"fixed typo (#3286)

",1521034271,
cc9f8db12e4c43b61fb79bb74bbd71b3cd8ba1f7 tags/0.17.2~19,"fix invalid gcsfs git repo url (#3257)

change gcsfs repo url from https://github.com/gcsfs/gcsfs to https://github.com/dask/gcsfs.git",1520602124,
e4c89249a922ed95d9fc833ab0c2b4ed2f5cb42d tags/0.17.2~25,"Fix handling of non-iterable non-string keys for task graphs (#3238)

* Fixed two issues with dask/core when keys are not strings

The first issue on lines 306-315 in subs is fixing the assumption that if type_arg is type(key) then arg is an ndarray, when it can actually be any non-core python type at this point in the branching.

The second issue is where '->'.join(cycle) will fail (in trying to create an error message) if the elements of cycle cannot be added to strings.  This is resolved by calling str(x) on each before joining.

* Forgot to check ndarray on type(key)

* Added test for user class substitution, modified subs to fall back to == if len() or zip() call fails

* Changelog

* Update to catch len() error in python <= 3.4 and >= 3.5

* Added comment and added name to changelog
",1520251305,joib
8bd36eb76a51a0cfc41ca77b82444ad7335bbd86 tags/0.17.2~34,"Support 0 or 1 args in broadcast_shapes and broadcast_chunks (#3218)

* Test `broadcast_shapes`/`broadcast_chunks` w/1 arg

Adds tests for `broadcast_shapes` and `broadcast_chunks` with one
argument. Didn't appear there was one before for either case. Hence this
adds one for this important base case.

* Support `broadcast_chunks` with no arguments

Make sure that if `broadcast_chunks` gets no arguments, it return an
empty tuple.

* Test `broadcast_shapes`/`broadcast_chunks` w/o arg

Adds tests for `broadcast_shapes` and `broadcast_chunks` when no
argument is provided. Didn't appear there was one before for either
case. Also it failed for `broadcast_chunks` previously. Hence this adds
test for this base case.
",1519739036,"parallelism,job"
23897769ed80f02882d44da2b41d59728c36a389 tags/0.17.1~1,"Support tokenizing partials when keywords is None (#3191)

* Support tokenizing partials when keywords is None
* pin travis numpy to 1.14.1 for Python 2.7, 3.6
* Fix test where ""add"" arises randomly in hex string
* bump pandas up as well
* fix docstrings with new numpy
",1519332377,
683d1c9082d8fc69e6a3dbc8299f18f0f9e75e30 tags/0.17.1~2,"Add HTTPFileSystem (#3160)

* Add HTTPFileSystem

* First test

Plus auto-import the back-end

* Simplify logic; parse query

* Add tests

* flake

* More tests, fixes, and working for Range-free servers

* Rever change in bytes.core

* fix test

* flake on tests

* Add checks for non-behaving HTTP servers

* one more flake

* Fix for comments

Use UUID for ukey; file may have changed at any time

Use temp directory for test server

* flaking

* Add httpfs docs to remote services, update changelog
",1519317029,"io, data"
246d2ce2ef5bb306b7b6e26e7bc6cfaea492b26b tags/0.17.1~4,"Introduced parameter for output stream for progress bar (#3185)

* Introduced parameter for output stream for progress bar

Using stderr instead of stdout for progress bars can be desirable, see
hyperspy/hyperspy#1842. This change allows users to specify the stream to use
and allows to easily change the default behavior.

* Implemented the change suggested by @sk1p to fix the failed tests

* Added spaces for code style
",1519257358,"parameter, io"
1893ebf938164d6dd80c347c3a31313dcd6b41a7 tags/0.17.1~12,"allow column assignment of pandas datetime to dask dataframe (#3164)

* replace np.isscaler with pd.api.types.is_scalar per Tom/Matt's advice

* update changelog

* add test

* fix changelog update - move note to correct session

* fix linting issues

* pd.datetime to pd.Timestamp, and spacing change as requested
",1518639327,data
571d7076d3fd881176bda18138814674f400b3ac tags/0.17.1~13,"Add daskernetes to kubernetes documentation (#3161)

* Add daskernetes to kubernetes documentation

* fix link and headers

* add docker doc page
",1518635349,
3ba1c3854293deb9a2ea7d3df693dddf5bce93a0 tags/0.17.1~16,"More tests of store's returned result (#3152)

* Clear delayed target before retesting store

* Move region tests with no result returned

Make sure all the region tests with no result returned are together.
This include with a single region and multiple regions.

* Wrap long line in tests

This line isn't over the limit, but it will soon be. So wrap it
proactively.

* Test immediate/delayed store and return of result

Was not testing whether `store` with result returned worked correctly
when the result was persisted to disk previously, this fixes that issue
by adding tests for this case.
",1518468935,
3f6fd6a12dc0162a03d74d550058457824d0585c tags/0.17.0~4,"df.query works with kwargs (#3144)

Previously this would error out. Also simplified the implementation and
cleaned up the tests for both query and eval.",1517986329,job
